,index,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Source,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Category_0,Item_Category_1,Item_Category_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
6195,6195,NCP06,151.7366,604.5464,Household,151.7366,20.7,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6196,6196,FDN25,56.7588,343.5528,Breakfast,56.7588,7.895,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6197,6197,NCH42,229.601,2526.7110000000002,Household,229.601,6.86,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6198,6198,FDO46,187.1872,3214.4824,Snack Foods,187.1872,9.6,1987,OUT013,train,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6199,6199,NCG54,172.1106,3422.212,Household,172.1106,12.1,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6200,6200,FDU07,151.8366,1057.9562,Fruits and Vegetables,151.8366,11.1,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6201,6201,DRJ11,190.9872,3025.3952,Hard Drinks,190.9872,9.5,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6202,6202,FDH10,193.0478,1549.9824,Snack Foods,193.0478,21.0,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6203,6203,FDN56,144.9786,2022.7004,Fruits and Vegetables,144.9786,5.46,1997,OUT046,train,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6204,6204,FDY56,225.3062,677.1186,Fruits and Vegetables,225.3062,12.792854228644991,1985,OUT019,train,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6205,6205,NCQ53,236.25900000000001,4727.18,Health and Hygiene,236.25900000000001,17.6,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6206,6206,NCN54,75.8328,154.4656,Household,75.8328,20.35,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6207,6207,NCC43,249.5066,4267.1122,Household,249.5066,7.39,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6208,6208,FDB35,92.9804,183.7608,Starchy Foods,92.9804,12.792854228644991,1985,OUT019,train,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6209,6209,FDX33,160.2578,4492.8184,Snack Foods,160.2578,9.195,1987,OUT013,train,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6210,6210,NCT06,166.2842,4807.7418,Household,166.2842,17.1,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6211,6211,FDM50,59.321999999999996,539.298,Canned,59.321999999999996,13.0,2009,OUT018,train,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6212,6212,FDC37,107.2938,2143.876,Baking Goods,107.2938,15.5,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6213,6213,NCT54,94.8094,1428.141,Household,94.8094,8.695,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6214,6214,FDG34,107.8254,1410.8302,Snack Foods,107.8254,12.792854228644991,1985,OUT027,train,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6215,6215,NCW54,55.3588,1030.6584,Household,55.3588,7.5,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6216,6216,FDZ46,112.1228,1105.228,Snack Foods,112.1228,7.485,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6217,6217,NCK19,194.3478,4649.9472,Others,194.3478,9.8,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6218,6218,NCQ05,150.8708,4363.6532,Health and Hygiene,150.8708,11.395,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6219,6219,NCE54,76.7354,2482.7682,Household,76.7354,20.7,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6220,6220,FDH17,96.3726,2740.4328,Frozen Foods,96.3726,16.2,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6221,6221,FDB23,225.9062,451.4124,Starchy Foods,225.9062,12.792854228644991,1985,OUT019,train,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6222,6222,DRL49,144.2812,1282.3308,Soft Drinks,144.2812,13.15,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6223,6223,FDT03,182.3608,551.2824,Meat,182.3608,21.25,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6224,6224,FDW59,84.3566,761.0094,Breads,84.3566,13.15,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6225,6225,NCB18,89.2514,1416.8224,Household,89.2514,19.6,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6226,6226,FDI22,208.7612,5226.53,Snack Foods,208.7612,12.6,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6227,6227,FDZ50,181.7608,4961.5416,Dairy,181.7608,12.8,2007,OUT017,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6228,6228,FDS14,155.1288,1414.1592,Dairy,155.1288,7.285,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6229,6229,NCN19,190.253,4174.566,Others,190.253,13.1,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6230,6230,FDG46,114.6518,2846.295,Snack Foods,114.6518,8.63,2002,OUT045,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6231,6231,FDS04,141.5838,1685.8056,Frozen Foods,141.5838,10.195,2007,OUT017,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6232,6232,FDM58,110.0544,2572.6512,Snack Foods,110.0544,16.85,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6233,6233,FDB60,193.0136,4860.34,Baking Goods,193.0136,9.3,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6234,6234,FDH28,36.7506,531.3084,Frozen Foods,36.7506,15.85,2009,OUT018,train,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6235,6235,NCU53,163.7842,1657.842,Health and Hygiene,163.7842,5.485,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6236,6236,FDL44,162.8894,3397.5774,Fruits and Vegetables,162.8894,18.25,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6237,6237,FDI22,208.9612,4181.224,Snack Foods,208.9612,12.6,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6238,6238,DRM37,197.8768,197.0768,Soft Drinks,197.8768,12.792854228644991,1985,OUT019,train,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6239,6239,FDX40,38.1164,656.4788,Frozen Foods,38.1164,12.85,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6240,6240,DRG15,59.4536,2021.3688,Dairy,59.4536,6.13,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6241,6241,FDV19,159.1578,160.4578,Fruits and Vegetables,159.1578,12.792854228644991,1985,OUT019,train,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6242,6242,DRF01,145.0102,1895.5326,Soft Drinks,145.0102,5.655,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
6243,6243,NCV54,119.1124,1303.6364,Household,119.1124,11.1,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6244,6244,FDO21,223.0404,1125.202,Snack Foods,223.0404,11.6,2009,OUT018,train,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6245,6245,FDA40,87.0856,527.3136,Frozen Foods,87.0856,16.0,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6246,6246,FDE59,34.6532,719.064,Starchy Foods,34.6532,12.15,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6247,6247,FDX47,158.8288,4399.6064,Breads,158.8288,6.55,2009,OUT018,train,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6248,6248,FDW34,244.417,1944.136,Snack Foods,244.417,9.6,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6249,6249,NCM30,43.0796,619.194,Household,43.0796,19.1,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6250,6250,FDA02,143.0786,3178.5292,Dairy,143.0786,14.0,1987,OUT013,train,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6251,6251,FDV19,160.9578,2246.4092,Fruits and Vegetables,160.9578,14.85,2004,OUT035,train,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6252,6252,FDT48,198.8084,2976.1259999999997,Baking Goods,198.8084,4.92,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6253,6253,FDD09,182.4976,1629.8784,Fruits and Vegetables,182.4976,13.5,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6254,6254,FDZ25,169.27900000000002,3735.138,Canned,169.27900000000002,15.7,2002,OUT045,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6255,6255,NCE19,55.2956,873.5296,Household,55.2956,8.97,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6256,6256,DRE25,91.81200000000001,1771.0279999999998,Soft Drinks,91.81200000000001,15.35,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6257,6257,FDC14,41.2454,1342.2528,Canned,41.2454,12.792854228644991,1985,OUT027,train,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6258,6258,FDO15,72.5038,2512.7292,Meat,72.5038,12.792854228644991,1985,OUT027,train,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6259,6259,FDC46,184.0266,2397.5458,Snack Foods,184.0266,17.7,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6260,6260,NCX42,163.3526,2631.2416,Household,163.3526,6.36,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6261,6261,FDK52,225.3062,4288.4178,Frozen Foods,225.3062,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6262,6262,FDD04,142.9154,141.8154,Dairy,142.9154,12.792854228644991,1985,OUT019,train,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6263,6263,FDF12,149.3076,2808.3444,Baking Goods,149.3076,8.235,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6264,6264,NCL41,34.8216,311.5944,Health and Hygiene,34.8216,12.35,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6265,6265,NCW41,158.9604,1584.604,Health and Hygiene,158.9604,18.0,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6266,6266,FDO60,43.1086,89.2172,Baking Goods,43.1086,20.0,1998,OUT010,train,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6267,6267,FDZ55,159.692,5592.72,Fruits and Vegetables,159.692,6.055,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6268,6268,FDZ59,166.85,499.35,Baking Goods,166.85,6.63,1998,OUT010,train,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6269,6269,FDO24,158.9604,4436.8912,Baking Goods,158.9604,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6270,6270,FDW14,87.1198,959.4178,Dairy,87.1198,8.3,2009,OUT018,train,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6271,6271,FDD40,193.8162,3463.4916,Dairy,193.8162,20.25,1987,OUT013,train,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6272,6272,FDJ38,191.453,1707.777,Canned,191.453,8.6,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6273,6273,NCO54,55.4614,552.614,Household,55.4614,19.5,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6274,6274,FDJ10,141.6838,3231.1274,Snack Foods,141.6838,5.095,2002,OUT045,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6275,6275,FDK27,119.9756,1938.8096,Meat,119.9756,11.0,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6276,6276,FDR09,260.5962,3884.9429999999998,Snack Foods,260.5962,18.25,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6277,6277,FDO60,43.4086,401.4774,Baking Goods,43.4086,20.0,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6278,6278,FDX50,109.5228,3757.7752,Dairy,109.5228,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6279,6279,FDR44,131.4968,1565.9616,Fruits and Vegetables,131.4968,12.792854228644991,1985,OUT027,train,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6280,6280,FDD17,239.6906,2614.5966,Frozen Foods,239.6906,7.5,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6281,6281,FDI60,62.951,1138.518,Baking Goods,62.951,7.22,2009,OUT018,train,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6282,6282,FDH31,98.6042,1091.2462,Meat,98.6042,12.0,1997,OUT046,train,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6283,6283,FDL50,123.5046,1743.0644,Canned,123.5046,12.15,2007,OUT017,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6284,6284,FDO21,223.1404,5175.9292,Snack Foods,223.1404,11.6,2007,OUT017,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6285,6285,FDW12,144.4444,2902.888,Baking Goods,144.4444,8.315,1997,OUT046,train,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6286,6286,FDT15,183.695,2929.52,Meat,183.695,12.15,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6287,6287,FDV25,222.1456,5747.1856,Canned,222.1456,5.905,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6288,6288,DRH13,105.82799999999999,958.752,Soft Drinks,105.82799999999999,8.575,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6289,6289,FDG21,147.905,2247.075,Seafood,147.905,17.35,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6290,6290,NCI55,123.1414,2314.9866,Household,123.1414,18.6,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6291,6291,NCO06,34.8558,441.4254,Household,34.8558,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6292,6292,FDR27,133.4942,1457.4362,Meat,133.4942,15.1,2002,OUT045,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6293,6293,FDA22,167.5158,4345.0108,Starchy Foods,167.5158,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6294,6294,FDS03,65.0826,1162.4868,Meat,65.0826,7.825,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6295,6295,FDZ12,143.947,2576.646,Baking Goods,143.947,9.17,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6296,6296,FDJ20,124.2388,247.6776,Fruits and Vegetables,124.2388,20.7,1998,OUT010,train,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6297,6297,FDV09,146.6734,2227.101,Snack Foods,146.6734,12.1,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6298,6298,FDW09,80.4302,316.9208,Snack Foods,80.4302,13.65,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6299,6299,FDS36,111.85700000000001,2966.139,Baking Goods,111.85700000000001,8.38,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6300,6300,FDY19,119.8466,2239.0854,Fruits and Vegetables,119.8466,19.75,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6301,6301,DRC49,142.9128,2013.3792,Soft Drinks,142.9128,8.67,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6302,6302,FDN12,110.2544,1789.6704,Baking Goods,110.2544,15.6,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6303,6303,FDJ03,48.7692,788.3072,Dairy,48.7692,12.35,2009,OUT018,train,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6304,6304,FDC46,182.4266,5163.9448,Snack Foods,182.4266,17.7,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6305,6305,FDM02,87.9198,1133.8574,Canned,87.9198,12.5,2009,OUT018,train,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6306,6306,FDV20,129.1678,1017.3424,Fruits and Vegetables,129.1678,20.2,1987,OUT013,train,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6307,6307,NCH07,158.7604,3010.7476,Household,158.7604,13.15,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6308,6308,FDL28,230.0668,691.1004,Frozen Foods,230.0668,12.792854228644991,1985,OUT019,train,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6309,6309,FDJ46,174.2054,4377.635,Snack Foods,174.2054,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6310,6310,FDQ34,106.3622,2117.244,Snack Foods,106.3622,10.85,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6311,6311,NCD42,37.3506,1024.6662,Health and Hygiene,37.3506,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
6312,6312,FDO34,166.4816,2013.3792,Snack Foods,166.4816,17.7,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6313,6313,FDX60,79.196,1278.336,Baking Goods,79.196,14.35,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6314,6314,FDZ28,125.8678,3433.5306,Frozen Foods,125.8678,20.0,2007,OUT017,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6315,6315,FDT36,37.2874,705.748,Baking Goods,37.2874,12.3,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6316,6316,FDL24,174.4422,3448.844,Baking Goods,174.4422,10.3,2009,OUT018,train,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6317,6317,FDJ58,170.5764,4466.1864,Snack Foods,170.5764,15.6,1987,OUT013,train,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6318,6318,FDY12,50.5008,253.00400000000002,Baking Goods,50.5008,9.8,2009,OUT018,train,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6319,6319,FDP58,220.0482,2628.5784,Snack Foods,220.0482,11.1,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6320,6320,FDC41,76.867,2526.7110000000002,Frozen Foods,76.867,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6321,6321,FDY07,46.8402,413.4618,Fruits and Vegetables,46.8402,11.8,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6322,6322,FDN08,119.3466,3064.0116,Fruits and Vegetables,119.3466,7.72,2007,OUT017,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6323,6323,FDJ53,121.5098,2410.196,Frozen Foods,121.5098,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6324,6324,FDX04,49.9376,623.1888,Frozen Foods,49.9376,19.6,1997,OUT046,train,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6325,6325,FDZ19,175.3712,2988.1104,Fruits and Vegetables,175.3712,6.425,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6326,6326,FDB45,105.5306,940.7754,Fruits and Vegetables,105.5306,20.85,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6327,6327,NCF54,170.5422,344.8844,Household,170.5422,18.0,1998,OUT010,train,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6328,6328,FDX21,108.6912,1310.2944,Snack Foods,108.6912,7.05,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6329,6329,FDA50,98.34100000000001,1351.5739999999998,Dairy,98.34100000000001,16.25,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6330,6330,DRH39,74.667,2143.876,Dairy,74.667,20.7,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6331,6331,FDA38,241.2538,3124.5994,Dairy,241.2538,5.44,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6332,6332,NCP30,40.4822,589.2330000000001,Household,40.4822,20.5,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6333,6333,FDW19,109.85700000000001,1208.427,Fruits and Vegetables,109.85700000000001,12.35,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
